sentence,length,lang
Gegenwärtig verfügen die meisten zeitgemäßen PCs über ausreichend leistungsfähige Grafikkarten jedoch bieten viele Hersteller keine OpenSourceTreiber für die unterstützten Plattformen an,21,de
Technisch gesehen wird in einem normalen klassischen XServer ein Fenster gestartet in dem durch OpenGL die direkte Kommunikation mit der Grafikkarte erlaubt wird,23,de
Dieses Fenster verhält sich dem WindowManager und anderen Programmen gegenüber als der eigentliche XServer ähnlich wie beispielsweise Xnest,18,de
Die Ausgabe des Fensters ist auch das was dem Nutzer auf den Bildschirm ausgegeben wird,15,de
Elmendorf ist ein Ortsteil der niedersächsischen Gemeinde Bad Zwischenahn im Landkreis Ammerland und liegt am nordwestlichen Ufer des Zwischenahner Meeres,20,de
Die Bauerschaft umfasst neben Elmendorf selbst noch die Dörfer Langebrügge Willbroksmoor und Klein Garnholt,14,de
Direkt am Zwischenahner Meer befindet sich das Naturschutzgebiet Stamers Hop,10,de
Karl Egger italienisch Carlo Egger lateinisch Carolus Egger,8,de
Februar in Silz †,4,de
September in Paring war ein Südtiroler römischkatholischer Priester Neulateiner und neulateinischer Philologe,12,de
Egger wuchs in Sterzing auf und besuchte von bis das Vinzentinum in Brixen,13,de
trat er neunzehnjährig dem Konvent der lateranensischen Chorherren in Gubbio bei,11,de
Das erste Gelübde erfolgte die Priesterweihe,6,de
Seine Studien beendete er mit Abschlüssen in Theologie an der Päpstlichen Universität Heiliger Thomas von Aquin und in Klassischer Philologie an der Universität La Sapienza in Rom,27,de
Während des Zweiten Weltkriegs erhielt Egger von Papst Pius XII,10,de
den Auftrag sich um die Flüchtlinge in der Stadt Rom zu kümmern,12,de
wurde er als Mitarbeiter in das Officium Latinum des Päpstlichen Staatssekretariats berufen das er nach dem Tod von Antonio Bacci als Capo Ufficio leitete,24,de
Mehr als vierzig Jahre lang war Egger mit der Redaktion und Übersetzung sämtlicher in der Römischen Kurie anfallender Texte ins Lateinische befasst,22,de
Aus dieser Arbeit heraus entstanden das Lexicon recentis Latinitatis und ein lateinischer Führer zur Stadt Rom,16,de
Darüber hinaus begründete er mit Unterstützung Papst Pauls VI,9,de
die Stiftung Latinitas der er bis als Präsident vorstand,9,de
Während des Zweiten Vatikanischen Konzils fungierte er als Experte für die lateinische Sprache und wirkte an der Ausarbeitung der Liturgiereform mit,21,de
Egger war Dozent am Pontificium Institutum Altioris Latinitatis und an der Päpstlichen Lateranuniversität,13,de
Von an bis zu seinem Tod war er kooptiertes Einzelmitglied der Kommission des Thesaurus Linguae Latinae,16,de
Daneben engagierte sich Egger auch im Ordenswesen,7,de
wurde er zum Titularabt von Santa Maria della Pace ernannt,10,de
Er war maßgeblich an der Entstehung der Konföderation der AugustinerChorherren beteiligt der er von bis als Abtprimas vorstand,18,de
wurde auf seine Initiative hin die Windesheimer Kongregation der lateranensischen Chorherren wiederbelebt die in der Folge Klöster in Tor Lupara bei Rom und in Paring bei Regensburg einrichtete,28,de
Anahita Rehbein in Inzigkofen ist eine deutsche Schönheitskönigin und die amtierende Miss Germany,13,de
März in Bermsgrün †,4,de
Juni in Zwickau war ein deutscher Ingenieur und AutomobilKonstrukteur,9,de
Er gilt als einer der Väter des Trabant,8,de
Europa der Regionen ist die Bezeichnung für ein politisches Konzept das die Regionen in den EUMitgliedsländern fördern und in ihrer regionalen Eigenständigkeit unterstützen soll,24,de
Es steht dabei nicht bzw,5,de
nicht unbedingt für eine europaskeptische Haltung,6,de
Man verspricht sich von diesem föderalistischen Konzept eine effizientere regionale Verwaltung mit mehr Sachkompetenz und Bürgernähe eine Stärkung der Wettbewerbsfähigkeit und der Infrastrukturen der Regionen und die Verwirklichung der Grundsätze der Subsidiarität,32,de
Piranha Originaltitel Piranha DD ist eine USamerikanische DHorrorkomödie aus dem Jahr und die Fortsetzung von Piranha D,17,de
Elżbietków deutsch Elisenhof ist ein Dorf der Gemeinde Pogorzela im Powiat Gostyński in der Woiwodschaft Großpolen im westlichen ZentralPolen,19,de
Der Ort befindet sich etwa km nördlich von Pogorzela km südöstlich von Gostyń und km südlich der Landeshauptstadt Posen Poznań,20,de
Die Brömbsenmühle ist eine historische Wassermühle im zum Landgebiet der Stadt Lübeck gehörenden Teil von Krummesse,16,de
Sie wurde früher durch einen Aufstau des Kastorfer Grenzbachs betrieben der über die Stecknitz heute ElbeLübeckKanal als Nebenfluss in die Trave mündet,22,de
Historisch bildete der Kastorfer Grenzbach die Grenze zum benachbarten Herzogtum SachsenLauenburg,11,de
Der Östliche Limesweg ist ein km langer Streckenwanderweg von Miltenberg im bayerischen Regierungsbezirk Unterfranken nach Osterburken im badenwürttembergischen NeckarOdenwaldKreis der dem Verlauf des Rätischen Limes folgt,26,de
Das Apia International Sydney war ein Tennisturnier welches vom,9,de
Januar in Sydney stattfand,4,de
Es war Teil der ATP World Tour und wurde im Freien auf Hartplatz ausgetragen,14,de
In der gleichen Woche wurden in Auckland die Heineken Open gespielt die genau wie das Apia International Sydney zur Kategorie ATP World Tour zählten,24,de
In Sydney fand zudem parallel das Damenturnier der WTA Tour statt,11,de
Letztjähriger Sieger im Einzel war Jarkko Nieminen er konnte den Titel nicht verteidigen da er im Viertelfinale gegen den späteren Sieger Bernard Tomic ausschied der mit einem Dreisatzsieg über Kevin Anderson gleich in seinem ersten ATPFinale den Titel holen konnte,40,de
Im Doppel verteidigten die Brüder Bob und Mike Bryan ihren Titel aus dem Vorjahr im Finale besiegten sie Max Mirny und Horia Tecău,23,de
Das Teilnehmerfeld der Einzelkonkurrenz bestand aus Spielern jenes der Doppelkonkurrenz aus Paaren,12,de
Der Waldshuter Tarifverbund WTV ist eine Verkehrskooperation im BadenWürttembergischen Landkreis Waldshut gegründet um dort für einen einheitlichen ÖPNVTarif zu sorgen,20,de
August werden auch Verbundeinzelfahrausweise angeboten,5,de
zählte der Verbund Mio,4,de
Das Gebiet des Verkehrsverbundes grenzt an die Schweiz Tarifverbund Schaffhausen und Tarifverbund AWelle im Kanton Aargau an den RegioVerkehrsverbund Freiburg an den Regio Verkehrsverbund Lörrach und den Verkehrsverbund SchwarzwaldBaar,29,de
Es existieren Übergangstarife in die Verkehrsverbünde RegioVerkehrsverbund Freiburg und Regio Verkehrsverbund Lörrach,12,de
Das HochrheinTicket gilt sowohl im Gebiet des Waldshuter Tarifverbunds als auch im Tarifverbund AWelle,14,de
Der WTV ist auch Teilnehmer des Programms KONUS,8,de
KONUS steht für die KOstenlose NUtzung des öffentlichen Nahverkehrs für übernachtende Schwarzwaldurlauber,12,de
Mit der KonusGästekarte können die SchwarzwaldUrlauber ihr Ausflugsziel den Startpunkt für die Wanderung oder die Skitour usw,17,de
Finanziert wird diese Gästekarte über eine pauschale Abgabe von Cent pro Übernachtung,12,de
Venus Versus Virus ist eine Mangaserie von Atsushi Suzumi die von bis in Japan erschien,15,de
Das Werk ist in die Genres Horror Shōnen und Fantasy einzuordnen und wurde unter anderem als AnimeFernsehserie adaptiert,18,de
Clifton ist eine USamerikanische Stadt im Mesa County im USBundesstaat Colorado,11,de
Die Stadt liegt bei den geographischen Koordinaten ° Nord ° West,11,de
Die Fläche der Stadt beträgt km²,6,de
Juni in Nagybajcs ist emeritierter Weihbischof in EsztergomBudapest,8,de
Als Beatmatching auch Beatmixing bezeichnet man das taktgenaue Synchronisieren der Geschwindigkeit zweier Schallplatten durch einen DJ,16,de
Dabei wird der Schlagzeugrhythmus Beat beider Platten so ineinandergemischt dass der Übergang zwischen beiden Musikstücken Tracks kontinuierlich wirkt und oft unbemerkt geschieht,22,de
Das Beatmatching ist eine der Grundtechniken die ein DJ beherrschen muss,11,de
Dies gilt insbesondere für DJs die Platten der Discoorientierteren Musikstile wie zum Beispiel Techno House oder Jungle auflegen während in den HipHopverwandten Musikrichtungen mehr Wert auf Scratching und Beatjuggling gelegt wird,31,de
Wappen Landkreis Meißen Der Meißner Löwe oder auch der Markmeißnische Löwe ist ein besonderes Wappentier in der Heraldik,18,de
Er gehört zu den Wappentieren die einen Eigennamen haben,9,de
Bei der Wappenbeschreibung steht der Begriff für die gesamte Figur und beschreibt alle Details,14,de
Der aufgerichtete rot gezungte und ebenso bewehrte Löwe ist schwarz und nach rechts sehend,14,de
Er war das Herrschaftssymbol der Wettiner,6,de
Etwa um kommt der schwarze Löwe im goldenen Feld ins Wappen,11,de
Auch auf den Schilden der bemalten Grabsteinbilder Albrechts des Stolzen und seines Bruders Dietrich in Altenzelle ist der Löwe abgebildet,20,de
Markgraf von Landsberg führte ihn in seinem Fähnlein,8,de
Der Löwe ist auch auf dem Helm und auf Heinrichs Münzen wie auf dem Siegel nachweisbar,16,de
Das Grabsteinbild der Mutter Hedwig von Albrecht und Dietrich hat abwechselnd den Meißner schwarzen Löwen im goldenen Schilde und den Thüringer rotweiß gestreiften Löwen im blauen Schilde,27,de
Das Wappentier der Mark Meißen soll an die Jahrhunderte währende Zugehörigkeit der Stadt Meißen zu dieser Mark erinnern,18,de
Aus den Wappen der Herrschaft Markmeißens ist er in viele Wappen der Städte und Gemeinden gekommen,16,de
Er soll der umgefärbte thüringische Löwe sein,7,de
Mering ist ein Markt im schwäbischen Landkreis AichachFriedberg und der Sitz der Verwaltungsgemeinschaft Mering,14,de
Der nahe Augsburg gelegene Ort stellt ökonomisch ein Unterzentrum für den südlichen Landkreis dar,14,de
Das ATPTurnier von New Haven offiziell Pilot Pen Tennis presented by Schick war ein USamerikanisches HartplatzTennisturnier in New Haven Connecticut,20,de
Es war der Nachfolger des ATPTurniers von Long Island,9,de
Veranstaltungsort war das CullmanHeyman Tennis Center früher auch bekannt als Connecticut Tennis Center eines der größten Tennisstadien der Vereinigten Staaten,20,de
Der Wettbewerb gehörte zur ATP World Tour und war als Vorbereitungsturnier auf die US Open ebenfalls Teil der US Open Series,21,de
Rekordsieger der Veranstaltung ist James Blake der zugleich der einzige einheimische Sieger ist,13,de
Seit wird der Herrenwettbewerb nicht mehr in New Haven ausgetragen er zog um nach WinstonSalem North Carolina,17,de
Bereits von bis wurde mit dem Volvo International bzw,9,de
später dem Pilot Pen International ein Turnier am selben Ort veranstaltet,11,de
Dieser HartplatzWettbewerb war der Nachfolger des Turniers von Stratton Mountain und wurde eingestellt war aber Teil der ATP International Series Gold,21,de
Mahesh Bhupathi konnte sich als einziger Spieler bei beiden Turnieren in die Siegerliste eintragen er gewann je einmal die Doppelkonkurrenz,20,de
Juni in Béjar †,4,de
Februar in Madrid war ein spanischer Organist Kapellmeister und Komponist,10,de
Als Tarifvertrag für den öffentlichen Dienst TVöD werden mehrere Tarifverträge für die Beschäftigten ausgenommen Beamte und Auszubildende bei Einrichtungen der öffentlichen Verwaltung von Bund und Kommunen bezeichnet die am,29,de
Oktober in Kraft getreten sind,5,de
Durch den TVöD wurde der Bundesangestelltentarifvertrag BAT BATO sowie die parallel bestehenden Tarifverträge für Arbeiter des Bundes MTArb MTArbO und der kommunalen Arbeitgeber BMTG II und BMTGO weitgehend abgelöst,29,de
Der TVöD wurde am,4,de
September zwischen den öffentlichen Arbeitgebern das sind zum einen die Bundesrepublik Deutschland vertreten durch das Bundesministerium des Innern BMI und die Vereinigung der kommunalen Arbeitgeberverbände VKA einerseits und der Vereinten Dienstleistungsgewerkschaft ver,32,de
di vertreten durch den Bundesvorstand diese zugleich handelnd für die Gewerkschaft der Polizei GdP der IG BauenAgrarUmwelt der Gewerkschaft Erziehung und Wissenschaft GEW andererseits abgeschlossen,25,de
Ein inhaltsgleicher Tarifvertrag wurde mit der dbb – tarifunion unterzeichnet,10,de
Der TVöD steht am Ende einer zweijährigen Verhandlungsphase zur Neugestaltung des Tarifrechts im öffentlichen Dienst,15,de
Insbesondere mit der Tarifeinigung vom,5,de
März wurde der TVöD in mehreren Punkten verändert,8,de
Die Tarifgemeinschaft deutscher Länder TdL ist aus den anfangs gemeinsam geführten Tarifverhandlungen im Jahr vorzeitig ausgeschieden,16,de
Sie hat stattdessen am,4,de
Mai mit den Gewerkschaften einen eigenen Tarifvertrag für den öffentlichen Dienst der Länder TVL abgeschlossen,15,de
Damit finden die Tarifverhandlungen für die Länder zeitlich versetzt statt,10,de
Das Jüdische Gemeindehaus im Berliner Ortsteil Charlottenburg ist ein denkmalgeschütztes Gebäude,11,de
Es steht wie kein anderes Gebäude als Symbol für den Neuanfang Jüdischen Lebens in Berlin nach dem Zweiten Weltkrieg und dem Holocaust,22,de
Die Teiche der Revierwasserlaufanstalt Freiberg umfassen gegenwärtig elf kleinere und größere Stauteiche von denen acht wegen ihrer Größe den Talsperren zuzuordnen sind,22,de
Sie entstanden ab als Kunstteiche im Revier um Freiberg als die Wasserhaltung im Bergbau die Heranführung von immer größeren Wassermengen erforderlich machte,22,de
Nach Einstellung des Bergbaus wurde noch der Konstantinteich als Oberbecken des Kavernenkraftwerks Dreibrüderschacht angelegt,14,de
Die Stauteiche werden heute von der Landestalsperrenverwaltung Sachsen betrieben,9,de
Die Gifticks Originaltitel Les Krostons ist eine frankobelgische Comicserie,9,de
Alle hassen Chris Originaltitel Everybody Hates Chris ist eine USamerikanische ComedySerie die am,13,de
September auf UPN startete,4,de
Sie entstand nach einer Idee von Chris Rock der mit der Serie seine eigenen Kindheitserlebnisse erzählt,16,de
Nach der Zusammenlegung von UPN mit The WB lief die Serie ab auf dem Sender The CW,17,de
Der Titel ist eine Parodie auf die Sitcom Alle lieben Raymond,11,de
Mai wurde die Serie abgesetzt,5,de
Morgan le Fay auch bekannt als Morgaine Morgain oder Morgana und unter weiteren Namen wie zum Beispiel im Mittelhochdeutschen Feimorgan oder Famurgan ist eine wichtige weibliche Figur in der Mythologie um König Artus der Artussage,35,de
Zeitweise ist sie sogar Antagonistin von Artus und Gegnerin von Guinevere,11,de
Sie ist die Halbschwester von Artus,6,de
Hainault ist eine oberirdische Station der London Underground im Stadtbezirk London Borough of Redbridge,14,de
Sie liegt in der TravelcardTarifzone an der New North Road,10,de
Im Jahr nutzten Millionen Fahrgäste diese von der Central Line bediente Station,12,de
Nördlich davon befindet sich eine der drei Betriebswerkstätten der Central Line,11,de
Das Middleearth Collectible Card Game MECCG ist ein Sammelkartenspiel das in J,12,de
Oft wird das Spiel mit dem ersten Basisspiel Middleearth The Wizards gleichgesetzt das bei Iron Crown Enterprises und in Deutschland bei deren Lizenznehmer Queen Games erschien,26,de
Bis folgten mehrere Erweiterungen und weitere Basisspiele,7,de
Die Obere Mühle war eine Mühlenanlage mit einer Mahlmühle sowie einer Landwirtschaft im Ortsteil Alertshausen der Stadt Bad Berleburg im Kreis SiegenWittgenstein in NordrheinWestfalen,24,de
Die Mühle gehörte zum Kirchspiel Elsoff,6,de
Die Nassfäule ist eine Infektion verschiedener landwirtschaftlich angebauter Produkte die durch Bakterien bei Obst Gemüse und Pilzen hervorgerufen wird,19,de
Bei Kartoffelknollen geschieht die Schädigung durch das Bakterium der Schwarzbeinigkeit und bei ZuchtChampignons Agaricus bisporus durch Janthinobacterium agaricidamnosum,18,de
Der Club Deportivo Dénia ist ein spanischer Fußballverein aus Dénia in der valencianischen Gemeinschaft,14,de
Der Verein wurde gegründet und trägt seine Heimspiele im Camp Nou de Dénia aus welches Platz für,17,de
Das Mower County ist ein County im USamerikanischen Bundesstaat Minnesota,10,de
Im Jahr hatte das County,5,de
Einwohner und eine Bevölkerungsdichte von Einwohnern pro Quadratkilometer,8,de
Der Verwaltungssitz County Seat ist Austin,6,de
Ein Tiergottesdienst auch Tiersegnung fokussiert Gottesdienste auf Tiere,8,de
Tiersegnungen und gottesdienste sind ein Bestandteil der römischkatholischen Tradition,9,de
Der Satz von Cantor besagt dass eine Menge A displaystyle A weniger mächtig als ihre Potenzmenge P A displaystyle mathcal PA der Menge aller Teilmengen ist dass also A P A displaystyle Amathcal PA gilt,35,de
Er stammt vom Mathematiker Georg Cantor und ist eine Verallgemeinerung von Cantors zweitem Diagonalargument,14,de
Der Satz ist in allen Modellen gültig die das Aussonderungsaxiom erfüllen,11,de
Bemerkung Der Satz gilt für alle Mengen insbesondere auch für die leere Menge denn P ∅ ∅ displaystyle mathcal Pemptyset emptyset ist einelementig,23,de
Allgemein gilt für endliche Mengen dass die Potenzmenge einer n displaystyle n elementigen Menge n displaystyle n Elemente hat,19,de
Da stets n n displaystyle nn ist der Satz von Cantor für endliche Mengen klar er gilt aber eben auch für unendliche Mengen,23,de
Naring ist ein Ortsteil der Gemeinde Weyarn im oberbayerischen Landkreis Miesbach,11,de
Breeding the Spawn englisch für ‚brüten des Laichs‘ ist die dritte offizielle Veröffentlichung der NewYorkDeathMetalBand Suffocation,16,de
Die Anadolu Isuzu Otomotiv Sanayi ve Ticaret A,8,de
ist ein türkischer Nutzfahrzeughersteller mit Sitz in Gebze Şekerpınar Provinz Kocaeli,11,de
Es ist ein Joint Venture der türkischen Holding Anadolu Grubu derzeit sowie der japanischen Unternehmen Isuzu und Itōchū Shōji,19,de
Juli in Herstal bei Lüttich † war ein belgischer Chemiker,10,de
Havrez besuchte das Athenäum in Lüttich und studierte an der École des Mines des Arts et Manufactures in Lüttich mit dem Diplom als Bergwerksingenieur,24,de
Im selben Jahr wurde er Professor für Physik und Chemie an der École des Mines et des Arts Industriels in Lille,21,de
wechselte er als Chemieprofessor und Direktor an die École Professionelle de Verviers,12,de
Er starb mit nur Jahren an Tuberkulose,7,de
Er befasste sich in erster Linie mit Textilchemie und Textilgewerbe behielt aber auch ein Interesse an chemischer Grundlagenforschung und besuchte um August Kekulé in Gent aber auch andere Chemiker wie Robert Wilhelm Bunsen in Heidelberg,35,de
Er schlug in einer nur kurze Zeit nach Kekulés Ankündigung der zyklischen Natur des Benzols veröffentlichten Arbeit symmetrische dreidimensionale Modelle des Benzols vor eines zwei übereinanderliegende Dreiecke das andere Zylinderform die auf den damals gängigen „Wurstmodellen“ für Moleküle beruhten,39,de
Da er sie in einer technischen Zeitschrift veröffentlichte fand sie damals und später kaum Aufmerksamkeit mit Ausnahme von Kekulé selbst der diese Modelle in seinem Buch Lehrbuch der Organischen Chemie von erwähnt,32,de
In seiner Arbeit verweist Havrez auf Diskussionen mit Kekulé der ebenfalls in seiner Veröffentlichung „Wurstmodelle“ benutzte allerdings lineare mit Pfeilen als Andeutung der Zyklizität,24,de
Havrez veröffentlichte in seinem Aufsatz auch weitere dreidimensionale Modelle anorganischer und organischer Moleküle,13,de
SNARadio ist der Auslandssender der Russischen Föderation,7,de
Der Hörfunksender gehört zur Sputnik News Agency und ist Nachfolger von Radio Moskau,13,de
August in Mission Viejo Kalifornien ist eine USamerikanische SingerSongwriterin und Gitarristin,11,de
Februar in Geislingen an der Steige ist ein deutscher Politiker CDU,11,de
Er ist Oberbürgermeister der ostwürttembergischen Großen Kreisstadt Heidenheim an der Brenz,11,de
März in Frankfurt am Main †,6,de
Dezember ebenda war ein deutscher Architekt Archäologe und Königlicher Baurat,10,de
BW Oberweißau ist ein Dorf im Innviertel in Oberösterreich wie auch Ortschaft der Gemeinden Munderfing und Lochen am See im Bezirk Braunau am Inn und Katastralgemeinde Oberweissau der letzteren,29,de
Buntenbock im Harz ist ein Ortsteil der Berg und Universitätsstadt ClausthalZellerfeld im niedersächsischen Landkreis Goslar und liegt wenige Kilometer südlich der Kernstadt,22,de
Januar in Leobschütz war Professor für Religionspädagogik an der Universität Regensburg,11,de
Oktober in Austin Texas ist ein USamerikanischer Schauspieler,8,de
Bekannt ist er durch seine Rolle im Film Super,9,de
Bubenheim ist ein Ortsteil der Stadt Treuchtlingen im mittelfränkischen Landkreis WeißenburgGunzenhausen in Bayern mit knapp Einwohnern,16,de
Exposed ist ein LiveAlbum von Mike Oldfield aus dem Jahr,10,de
Die ersten zwei Varianten gehen auf entsprechende Koranverse die auch in der Historiographie als voneinander getrennte Ereignisse verstanden werden zurück die Kombination der – koranischen – Reise nach Jerusalem bait almaqdis mit anschließender Himmelfahrt miʿrādsch von Jerusalem aus,38,de
Diese Version ist mit inhaltlichen Varianten im Hadith der Koranexegese der islamischen Geschichtsschreibung und in den islamischen Prophetenlegenden Qiṣaṣ alanbiyāʾ dokumentiert,21,de
Kostajnica serbischkyrillisch Костајница zuvor Bosanska Kostajnica dt,7,de
veraltet Castanowitz ist eine Kleinstadt mit etwa Einwohnern im Nordwesten von Bosnien und Herzegowina,14,de
Sie liegt am rechten Ufer der Una einem Nebenfluss der Save und gehört zur Republika Srpska,16,de
Auf der gegenüberliegenden Uferseite der Una die den Grenzverlauf zu Kroatien markiert liegt die Stadt Hrvatska Kostajnica,17,de
Zu Zeiten der österreichischungarischen Monarchie gehörten beide Teile zur Stadt Kostajnica,11,de
Der Name Bosanska Kostajnica wurde am,6,de
April vom Parlament der Republika Srpska in den Namen Kostajnica abgeändert,11,de
Diese Stadt ist nicht mit dem Ort Kostajnica bei Doboj zu verwechseln,12,de
Kevin Doyle in Scunthorpe Lincolnshire Vereinigtes Königreich ist ein britischer Schauspieler,11,de
Bekannt ist er aus einigen BBC Serien,7,de
Dazu gehören Hobby City und Drop Dead Gorgeous,8,de
Im deutschsprachigen Fernsehen wurde er vor allem durch die Serie Downton Abbey bekannt in der er zunächst den Diener später Arbeiter Joseph Molesley verkörpert,24,de
Doyle arbeitet auch als Theaterschauspieler,5,de
So wirkte er beispielsweise an den Aufführungen Die weiße Garde und Mutabilitie am National Theatre und an zehn Stücken der Royal Shakespeare Company RSC mit,25,de
Unter anderem spielte er am RSC den Demetrius in Ein Sommernachtstraum unter der Regie von Adrian Noble mit Doyle auch verfilmt und den Benvolio in Romeo und Julia inszeniert von David Leveaux,32,de
Oktober in Kaschan †,4,de
April in Teheran war ein iranischer Dichter und Maler,9,de
Neben Nima Youschidsch Forugh Farrochzad Mehdi Achawan Sales Manouchehr Atashi und Ahmad Schamlou repräsentiert er die literarische Strömung des Neuen Gedichts Shere Nou der iranischen Moderne,26,de
Seine Bilder wurden weltweit ausgestellt,5,de
Im Alter von Jahren starb er an den Folgen einer Leukämieerkrankung,11,de
veröffentlichte Sepehri die Anthologie Hascht Ketāb Acht Bücher die zu den erfolgreichsten Werken der iranischen Moderne gehört,17,de
Queensrÿche ˈkwiːnzraɪk ist eine USamerikanische ProgressiveMetalBand die im Jahr in Bellevue bei Seattle Washington von den beiden Gitarristen Chris DeGarmo und Michael Wilton zunächst ohne Sänger unter dem Namen „The Mob“ gegründet wurde,33,de
Queensrÿche war eine der ersten Bands die den HeavyMetalUmlaut über das y setzten,13,de
Geoff Tate bemerkte dazu einmal im Jahr „Wir verbrachten elf Jahre damit zu erklären wie man das ausspricht,18,de
“ Das auf den meisten Albencovern verwendete sowie auch sonst öfter mit der Band in Verbindung gebrachte Logo ist das sogenannte „TriRyche“Symbol,22,de
Zwischenzeitlich bestanden zwei Versionen der Gruppe da Sänger Geoff Tate im Juni nach Jahren Bandzugehörigkeit und längerfristigen bandinternen Schwierigkeiten von seinen Mitmusikern entlassen und durch den Sänger Todd La Torre ersetzt wurde und dieser daraufhin seine eigene QueensrÿcheVersion ins Leben gerufen hatte,42,de
Beide veröffentlichten ein Studioalbum und waren auch auf Tournee unterwegs,10,de
Nach einer außergerichtlichen Einigung beider Parteien agiert die Besetzung um Geoff Tate mittlerweile unter dem Namen Operation Mindcrime,18,de
Bis heute wurden weltweit über Millionen Alben von Queensrÿche verkauft davon mehr als Millionen in den Vereinigten Staaten,18,de
Das kommerziell erfolgreichste Album ist das erschienene Empire das sich durch seine hochwertige Produktion auszeichnet und mit Silent Lucidity auch das bekannteste Lied der Band enthält,26,de
Künstlerisch wird jedoch sehr häufig seitens Fans und Kritikern das zwei Jahre zuvor veröffentlichte Konzeptalbum Operation Mindcrime vorgezogen mit dem die Band ihren Durchbruch erlangte,25,de
Service Logic Execution Environment SLEE oder auch Java Service Logic Execution Environment JSLEE ist eine Spezifikation für einen Application Server der auf die Bedürfnisse von Ereignisgetriebenen Anwendungen – wie sie im Bereich der Telekommunikation zu finden sind – ausgerichtet und optimiert ist,42,de
SLEE ist ein Teil der JAINArchitektur und wird daher oft als JAIN SLEE bezeichnet,14,de
Die Spezifikation entstand unter der Schirmherrschaft von SUN IBM und Open Cloud in Zusammenarbeit mit Experten diverser anderen Unternehmen im Rahmen des Java Specification Request Nummer,26,de
Begonnen wurde die Arbeit,4,de
der SLEESpezifikation wurde am,4,de
wird unter dem JSR geführt und wurde im Juli veröffentlicht,10,de
SLEE definiert ein Komponentenmodell um die Anwendungslogik vom Telekommunikationsanwendungen zu strukturieren,11,de
Weiterhin definiert die SLEESpezifikation den Kontrakt zwischen den Komponenten sowie den Container der die Komponenten beherbergen soll,17,de
SLEE legt nicht fest wie die Spezifikation implementiert werden sollte,10,de
Hunting Unlimited ist eine von SCS Software entwickelte ComputerspielReihe einer Jagdsimulation,11,de
Man spielt einen Jäger der in verschiedenen Gebieten Rocky Mountains Bayerischer Wald Serengeti etc,14,de
auf die Pirsch geht,4,de
Statenice deutsch Statenitz ist eine Gemeinde in Tschechien,8,de
Sie liegt zehn Kilometer nordwestlich des Stadtzentrums von Prag an dessen Stadtgrenze und gehört zum Okres Prahazápad,17,de
BegoniaElatiorHybriden Begonia × hiemalis Fotsch Begonia Hiemalis Gruppe B,9,de
auch ElatiorBegonien genannt man könnte sie auch als ZimmerBegonien bezeichnen denn sie sind die am häufigsten in Räumen gepflegten Begonien gehören zur Familie der Schiefblattgewächse Begoniaceae,26,de
Um sind sie durch Kreuzung von Begonia socotrana Begonia veitchii Begonia boliviensis und Begonia rosaeflora entstanden jedenfalls sind meist B,20,de
× tuberhybrida beteiligt wobei B,5,de
× tuberhybrida selbst aus vielen unterschiedlichen Eltern gekreuzt wurde,9,de
Es gibt sehr viele Sorten in vielen Blütenfarben und formen,10,de
Die Blätter sind wie bei allen Begonien asymmetrisch,8,de
Organisationsentwicklung OE englisch organization development OD ist ein organisationstheoretisches Konzept um geplanten sozialen Wandel in Organisationen umzusetzen,17,de
OE wird sehr allgemein definiert als „Interventionsstrategie welche gruppendynamische Prozesse verwendet die sich auf die Organisationskultur konzentriert um geplante Veränderungen herbeizuführen“,21,de
Mit leicht verschobenem Schwerpunkt beschreiben Bowman und Asch OE als „langfristiges Interventionsprogramm in die sozialen Prozesse von Organisationen unter Verwendung von Prinzipien und Praktiken der Verhaltenswissenschaften mit dem Ziel Verhaltens und Einstellungsänderungen herbeizuführen die zu gesteigerter organisationeller Effektivität führen“,39,de
Organisationsentwicklung untersucht und behandelt Beziehungen Verhalten und Einstellung gegenüber dem Individuum der Arbeitsgruppe anderen Arbeitsgruppen und der Organisation als Ganzem,20,de
Mabey und Pugh nennen fünf kennzeichnende Merkmale der OE OE ist ein breit angelegter andauernder mittel bis langfristiger Ansatz,19,de
OE basiert auf Erkenntnissen und Methoden der Verhaltenswissenschaften,8,de
OE ist prozessorientiert kontrastiert zu zielorientiert,6,de
OE erfordert eine Moderation,4,de
Demzufolge bedeutet Organisationsentwicklung eine Förderung des Humankapitals und nicht das bloße Desinvestieren von Arbeitsplätzen,14,de
OE wird in großen Unternehmen in Verwaltungen Kirchen sozialen Einrichtungen und der Armee eingesetzt,14,de
Dabei werden die Gesetzmäßigkeiten sozialer Gemeinschaften genutzt und wie beim HRAnsatz die Interessen der Mitarbeiter berücksichtigt,16,de
E beziehungsweise e gesprochen ʔeː ist der fünfte Buchstabe des klassischen und modernen lateinischen Alphabets,15,de
Er ist ein Vokal,4,de
Der Buchstabe E hat in deutschen Texten eine durchschnittliche Häufigkeit von,11,de
Damit ist er der häufigste Buchstabe in deutschen Texten sowie in diversen europäischen Sprachen,14,de
Das Fingeralphabet für Gehörlose bzw,5,de
Schwerhörige stellt den Buchstaben E dar indem der abgewinkelte Daumen vor der Handfläche liegt und die restlichen Finger den Daumen mit den Fingerspitzen berühren,24,de
